"name",code,"subcounty_id"
"KARANGARO WARD", 3,"WESTERN DIVISION"
"KARARO", 19,"KYEIZOBA"
"KAREMBE", 21,"BIHANGA"
"KARENGA", 40,"KARENGA(NAPORE)"
"KARENGYERE", 17,"MUKO"
"KARERA NORTH", 14,"BUGONGI"
"KARIMBIRO", 3,"BITEREKO"
"KARIRO", 36,"RUBINDI"
"KARITA", 4,"KARITA"
"KARONGO WARD", 6,"BUJUMBURA DIVISION"
"KARORWA", 2,"BUKINDA"
"KARUBANDA", 9,"KABALE SOUTHERN"
"KARUBEIZI", 8,"KIHIIHI"
"KARUGORORA", 17,"KASAANA"
"KARUGUTU", 2,"KARUGUTU"
"KARUGUTU TOWN BOARD", 19,"KARUGUTU"
"KARUHEMBE", 10,"KEBISONI"
"KARUJANGA", 16,"RUBAYA"
"KARUKARA WARD", 16,"HAMURWA TOWN COUNCIL"
"KARUNGIBATI WARD", 26,"HIMA TOWN COUNCIL"
"KARUNGU", 26,"KARUNGU"
"KARUSANDARA", 2,"KARUSANDARA"
"KARUSHONSHOMEZI", 12,"NTUUSI"
"KARWENYI", 16,"RUYONZA"
"KARWERU", 22,"MAZIBA"
"KARWERU (KAFUNJO)", 2,"BUHARA"
"KARWESANGA(RUGAAGA)", 21,"RUBINDI"
"KASAALA", 12,"LUWERO"
"KASAALI", 13,"BUKULULA"
"KASAANA", 2,"KINGO"
"KASAANA WARD", 38,"MUBENDE TOWN COUNCIL"
"KASAANA WEST", 2,"KASAANA"
"KASAAZI", 12,"KALWANA"
"KASABA", 19,"KYARUSOZI"
"KASAGGA", 49,"NAKASEKE"
"KASAJJA", 24,"KAKORO"
"KASAKA", 6,"BUWUNGA"
"KASALINA WARD", 23,"BUWENGE TOWN COUNCIL"
"KASAMBA", 36,"BUKUYA"
"KASAMBIKA", 4,"NABITENDE"
"KASAMBIRA", 3,"BUGULUMBYA"
"KASAMBYA", 28,"BUHUHIRA"
"KASANA", 3,"KASAWO"
"KASANA CENTRAL", 18,"KASAANA"
"KASANA EAST", 16,"KASAANA"
"KASANA P.W.D WARD", 22,"LUWEERO TOWN COUNCIL"
"KASANGALI", 13,"BWESUMBU"
"KASANGULA", 18,"NAMUNGO"
"KASANJE", 5,"KALUNGU"
"KASANKALA", 14,"KAGAMBA (BUYAMBA)"
"KASANZI", 18,"NDUGUTU"
"KASARARA WARD", 2,"RUBIRIZI TOWN COUNCIL"
"KASASIRA", 6,"KASASIRA"
"KASATU (ANGABA)", 1,"AKWORO"
"KASECHA", 34,"KABWERI"
"KASEETA", 11,"KABWOYA"
"KASEGA", 19,"KAPEKE"
"KASEJJERE", 29,"LWAMATA"
"KASEKO", 22,"BENET"
"KASENDA", 25,"KASENDA"
"KASENENE", 2,"BUDONGO"
"KASENGE", 7,"NAMA"
"KASENGEJJE", 15,"MENDE"
"KASENSERO", 31,"LWANDA"
"KASENSERO TOWN BOARD", 25,"KYEBE"
"KASENYI", 24,"LAKE KATWE"
"KASENYI/CALTEX WARD", 39,"MUBENDE TOWN COUNCIL"
"KASHAASHA - BUFUNDI", 4,"BUFUNDI"
"KASHAASHA/IKUMBA", 8,"IKUMBA"
"KASHAKA", 6,"KIRUGU"
"KASHAMBYA", 26,"BITOOMA"
"KASHANGURA", 3,"KASHANGURA"
"KASHARARA", 10,"KARUNGU"
"KASHARIRA", 29,"KASHUMBA"
"KASHASHA", 42,"KIYANGA"
"KASHAYO", 4,"BUGANGARI"
"KASHEKURO", 3,"KITAGATA"
"KASHEKYE", 7,"KAMWEZI"
"KASHEKYERA", 7,"RUHIJA"
"KASHENSHERO CENTRAL WARD", 45,"KASHENSHERO TOWN COUNCIL"
"KASHENSHERO WARD I", 43,"KASHENSHERO TOWN COUNCIL"
"KASHENSHERO WARD II", 44,"KASHENSHERO TOWN COUNCIL"
"KASHENYI", 5,"BUBARE"
"KASHENYI WARD", 13,"ISHAKA DIVISION"
"KASHEREGYENYI", 2,"KAMUGANGUZI"
"KASHESHE", 2,"BUYANJA"
"KASHOJWA", 13,"RUGYEYO"
"KASHONGI", 38,"KASHONGI"
"KASHONGORERO", 20,"KANYABWANGA"
"KASHOZI", 8,"SHUUKU"
"KASHUMBA", 1,"KASHUMBA"
"KASHWA WARD", 32,"KIRUHURA TOWN COUNCIL"
"KASIINA WARD", 17,"KYENJOJO TOWN COUNCIL"
"KASIIRA", 25,"KIDERA"
"KASIISO", 69,"KITTO"
"KASIKOMBE", 28,"SSEKANYONYI"
"KASIMERI", 44,"SIDOK (KAPOTH)"
"KASINGO", 2,"BWANSWA"
"KASINGO WARD", 8,"BUSIISI DIVISION"
"KASIRI WARD", 30,"NYAHUKA TOWN COUNCIL"
"KASITA", 14,"NABUKALU"
"KASITU", 6,"KASITU"
"KASODO", 15,"KASODO"
"KASOIGO WARD", 9,"KAMULI TOWN COUNCIL"
"KASOKA", 5,"BUKEDEA"
"KASOKERO", 13,"KYONDO"
"KASOKOSO WARD", 21,"CENTRAL DIVISION"
"KASOKWE", 9,"GALIRAYA"
"KASOLI", 8,"TORORO EASTERN"
"KASOLOKAMPONYE", 9,"BUTOLOOGO"
"KASOLWE", 3,"BALAWOLI"
"KASONGA", 16,"KYANGWALI"
"KASONGOIRE", 3,"BUDONGO"
"KASOTA", 10,"MAANYI"
"KASOZI", 18,"MAKUUTU"
"KASSEBWERA", 6,"BUTENGA"
"KASUBI", 17,"BAR-DEGE"
"KASUGU WARD", 16,"MAYUGE TOWN COUNCIL"
"KASULA", 18,"KYALULANGIRA"
"KASULE", 9,"KASULE"
"KASULENGE", 3,"HARUGALI"
"KASULETA", 4,"BUMANYA"
"KASUNGANYANJA", 22,"KIBIITO"
"KASUNGU", 11,"BUTUNGAMA"
"KASUNI", 48,"BUKALASI"
"KASUPETE", 29,"KANGINIMA"
"KASUSU", 6,"SOUTHERN DIVISION"
"KASWA", 6,"BUSORO"
"KASYEBAI", 4,"BUTEBO"
"KATABI", 4,"DIVISION A"
"KATABIRA", 16,"KIBIBI"
"KATABOK", 6,"MORUITA"
"KATABOK EAST", 11,"MORULEM"
"KATABOK WEST", 29,"MORULEM"
"KATADDE", 9,"NANGABO"
"KATAGATA", 46,"MAYANGA"
"KATAGGWE", 17,"KAMIRA"
"KATAJULA", 9,"NAGONGERA"
"KATAKA", 13,"TIRINYI"
"KATAKALA", 3,"BUSIMBI"
"KATAKWI", 10,"KATAKWI"
"KATALAMA", 32,"DDWANIRO"
"KATALE WARD", 37,"SEMUTO TOWN COUNCIL"
"KATAMBALE", 20,"KYARUSOZI"
"KATANABIRWA WARD", 53,"BUTEMBA TOWN COUNCIL"
"KATANDA", 23,"KATANDA"
"KATANDI", 15,"KIREWA"
"KATANGA", 2,"BUGAMBE"
"KATANGA/TOWNSHIP WARD", 8,"NAKAPIRIPIRIT TOWN COUNCIL"
"KATANOGA", 22,"NYAMUYANJA"
"KATARA", 11,"KARUNGU"
"KATARA WARD", 40,"KATOOKE TOWN COUNCIL"
"KATARAKA", 43,"NYAKYERA"
"KATARAZA", 36,"NKUNGU"
"KATATEMWA", 8,"KAKINDO"
"KATATENGA", 36,"KACHEERA"
"KATEBE", 6,"MALIBA"
"KATEEBWA", 25,"KATEEBWA"
"KATEERA", 3,"BUKOMERO"
"KATEKWAN", 46,"KIDONGOLE"
"KATEMBE", 17,"RUKIRI"
"KATENDE WARD", 17,"BUGEMBE TOWN COUNCIL"
"KATENGA", 3,"KAMUGANGUZI"
"KATENTE", 29,"KIYUNI"
"KATEREIGA", 1,"BUHANIKA"
"KATEREKE", 2,"NSANGI(MUKONO)"
"KATERERA", 2,"KATERERA"
"KATERERA WARD", 48,"KATERERA TOWN COUNCIL"
"KATETA", 6,"KATETA"
"KATETE", 5,"NYAMITANGA"
"KATHILE", 29,"KATHILE"
"KATHOLU/KATOJO", 24,"NYAKIYUMBU"
"KATI", 2,"ADUMI"
"KATIIRWE", 24,"RUYONZA"
"KATIKAMU", 14,"KIZIBA(MASULIITA)"
"KATIKAMU WARD", 29,"WOBULENZI TOWN COUNCIL"
"KATIKAMWE", 13,"KYABUGIMBI"
"KATIKANYONYI", 8,"NAZIGO"
"KATIKARA", 27,"KISIITA"
"KATIKEKILE", 20,"TAPAC"
"KATIKU", 7,"URIAMA"
"KATILEKORI", 10,"KANYUM"
"KATINDA", 19,"NYAKISHANA"
"KATINE", 17,"KATINE"
"KATINGE", 11,"KOBULUBULU"
"KATIRA", 25,"KATIRA"
"KATIRI WARD", 13,"BULEMBIA DIVISION"
"KATIRYO", 35,"BUSETA"
"KATIYI", 11,"ULEPPI"
"KATOGO WARD", 6,"MUBENDE TOWN COUNCIL"
"KATOJO", 3,"BUBAARE"
"KATOKYE", 14,"KYANAMIRA"
"KATOMA", 10,"KIGARAMA"
"KATOMI", 3,"BWONGERA"
"KATONGO", 2,"ENGAJU"
"KATONGORE", 27,"KIKYENKYE"
"KATONTE", 3,"BAITAMBOGWE"
"KATONYA", 19,"NYAKISHENYI"
"KATOOGO", 8,"NAMA"
"KATOOKE", 3,"BUGOYE"
"KATOOKE WARD", 42,"KATOOKE TOWN COUNCIL"
"KATOOMA", 3,"KAYONZA"
"KATOVU", 3,"MALONGO"
"KATUBA", 44,"NABISWERA"
"KATUGO", 13,"LUWERO"
"KATUKEI", 51,"APOPONG"
"KATUM", 21,"PADIBE EAST"
"KATUMBA", 24,"KIRUMYA"
"KATUNDA", 47,"MITOOMA"
"KATUNGA", 3,"KAKANJU"
"KATUNGAMO", 22,"RUGARAMA"
"KATUNGU", 14,"RUGYEYO"
"KATUNGURU", 7,"KATUNGURU"
"KATUNTU WARD", 33,"RAKAI TOWN COUNCIL"
"KATUUGO", 2,"KAKOOGE"
"KATUULO", 9,"KYAZANGA"
"KATWADDE", 12,"MUKUNGWE"
"KATWE", 2,"KATWE/BUTEGO"
"KATWE I", 2,"MAKINDYE DIVISION"
"KATWE II", 3,"MAKINDYE DIVISION"
"KATWOTWO", 30,"OROM"
"KATYAZO", 25,"RWANYAMAHEMBE"
"KAUCHO WARD", 35,"PALLISA TOWN COUNCIL"
"KAUKURA", 29,"APOPONG"
"KAUTAKOU", 21,"NGOLERIET"
"KAVU", 23,"MAZIBA"
"KAVULE", 9,"KIRINGENTE"
"KAVULE WARD", 17,"LUWEERO TOWN COUNCIL"
"KAVUMBA WARD", 28,"WAKISO TOWN COUNCIL"
"KAWAGA", 4,"BALAWOLI"
"KAWALAKOL", 21,"KAWALAKOL"
"KAWANDA", 9,"LUGUSULU"
"KAWARUJU", 29,"KIHUURA"
"KAWASA", 51,"MAKOKOTO"
"KAWAWA", 20,"MANYOGASEKA"
"KAWEMPE I", 4,"KAWEMPE DIVISION"
"KAWEMPE II", 5,"KAWEMPE DIVISION"
"KAWERI WARD", 3,"MUBENDE TOWN COUNCIL"
"KAWO", 10,"KACHUMBALA"
"KAWOKO", 7,"BUTENGA"
"KAWONGO", 18,"KIMENYEDDE"
"KAWOOMYA", 2,"KANGULUMIRA"
"KAWOTTO WARD", 20,"LUGAZI TOWN COUNCIL"
"KAWOWO WARD", 2,"KAPCHORWA TOWN COUNCIL"
"KAWUMBA", 9,"BUWAMA"
"KAWUMULWA", 30,"KIYUNI"
"KAWUNGERA", 3,"KIGANDA"
"KAWUNGULI", 23,"KIFAMBA"
"KAYA", 26,"PAIDHA"
"KAYABWE", 20,"NKOZI"
"KAYAGO", 58,"NAMASALE"
"KAYANGA", 18,"KAZO"
"KAYANJA", 25,"NYAKIYUMBU"
"KAYEBE", 25,"KITENGA"
"KAYEERA", 30,"KAPEKE"
"KAYEMBE", 41,"ISANGO"
"KAYENJE", 21,"RWEIKINIRO"
"KAYENJE WARD", 21,"GOMBE TOWN COUNCIL"
"KAYEPAS", 26,"LOKOPO"
"KAYINDIYINDI", 48,"KITABONA"
"KAYINDU", 12,"KALAGALA"
"KAYINI", 26,"NAMUGANGA"
"KAYINJA", 31,"KIYUNI"
"KAYOGERA", 11,"MUTERERE"
"KAYOMBE", 27,"BUKUSU"
"KAYONZA", 11,"DDWANIRO"
"KAYORO", 14,"OSUKURU"
"KAYUNGA", 8,"MUGOYE"
"KAYUNGA CENTRAL WARD", 18,"KAYUNGA TOWN COUNCIL"
"KAYUNGWE", 15,"RUGYEYO"
"KAZIKAZI", 66,"ARUM"
"KAZINDIRO", 5,"BUGANGARI"
"KAZINGA", 8,"KATUNGURU"
"KAZINGO", 2,"BUKUUKU"
"KAZO - ANGOLA", 6,"KAWEMPE DIVISION"
"KAZO WARD", 22,"NANSANA TOWN COUNCIL"
"KAZWAAMA", 8,"KALUNGI"
"KEBISINGO", 37,"KABAMBIRO"
"KEBISONI TOWN", 34,"KEBISONI"
"KEBULA", 57,"KADERUNA"
"KECHI", 41,"LUDARA"
"KEELIM", 54,"NGARIAM"
"KEES", 50,"MUKURA"
"KEICHUMU", 25,"ENGARI"
"KEIHANGARA", 1,"KEIHANGARA"
"KEIKOTI", 19,"KIKATSI"
"KEKUBO", 26,"KANARA"
"KELIM", 5,"ATUTUR"
"KENDAHI WARD", 25,"HIMA TOWN COUNCIL"
"KENGA", 6,"KAGADI"
"KENGERE WARD", 3,"EASTERN"
"KENKEBU", 28,"KABWERI"
"KENYA", 4,"OLI RIVER"
"KERE", 23,"KWOSIR"
"KEREKERENE", 7,"KATIRA"
"KERILA", 39,"APO"
"KERWA", 8,"KERWA"
"KEWAKWEEN", 49,"KITAWOI"
"KEZIMBIRA", 14,"MUGARAMA"
"KHABUNGU", 59,"BUGOBERO"
"KHABUTOOLA", 60,"KHABUTOOLA"
"KHAMOTO", 52,"BUNGOKHO"
"KHATSONGA", 61,"BUTIRU"
"KHAUKHA", 37,"WANALE"
"KIBAALE", 16,"KIBIGA"
"KIBAALI", 3,"BWAMIRAMIRA"
"KIBAARE", 3,"BUMBAIRE"
"KIBAARE WARD", 2,"NYAKABIRIZI DIVISION"
"KIBALE", 16,"KIBALE"
"KIBALINGA A", 4,"KIBALINGA"
"KIBALINGA B", 8,"KIBALINGA"
"KIBANDA", 8,"KAMWEZI"
"KIBANDAMA", 14,"KILEMBE"
"KIBANGA WARD", 39,"KAGADI TOWN COUNCIL"
"KIBANJWA", 25,"KITOBA"
"KIBANYI", 1,"BAMUNANIKA"
"KIBARE", 48,"BITEREKO"
"KIBARUKO", 15,"KIBATSI"
"KIBASI", 13,"HAKIBALE"
"KIBAZI", 27,"KYAMUHUNGA"
"KIBEGA", 27,"KANYARYERU"
"KIBENGO", 21,"KIKYUSA"
"KIBIBI", 3,"BUDONDO"
"KIBIGA", 17,"KIBIGA"
"KIBIJJO", 21,"NKOOKO"
"KIBIMBA", 9,"WESTERN DIVISION"
"KIBIMBIRI", 9,"KIHIIHI"
"KIBIMO", 4,"BULULU"
"KIBINGA", 24,"IRONGO"
"KIBINGO", 4,"BWAMIRAMIRA"
"KIBINGO WARD", 9,"BUSIISI DIVISION"
"KIBIRA", 18,"NYANTUNGO"
"KIBIRA WARD", 52,"SIRONKO TOWN COUNCIL"
"KIBIRI", 28,"MUHOKYA"
"KIBIRIZI", 20,"BUGOYE"
"KIBIRO", 32,"KIGOROBYA"
"KIBISI", 14,"KALUNGU"
"KIBOGA TOWN WARD", 34,"KIBOGA TOWN COUNCIL"
"KIBOGO", 15,"NYAMARUNDA"
"KIBOHA", 21,"MUGUSU"
"KIBOLO", 25,"BUHUGU"
"KIBONA WARD", 34,"RAKAI TOWN COUNCIL"
"KIBOOTA", 2,"BUHEESI"
"KIBOSSE", 11,"KIKAMULO"
"KIBUGA", 17,"RUBAYA"
"KIBUGGA", 3,"BUDDE"
"KIBUGUBYA", 30,"KYABIGAMBIRE"
"KIBUKU WARD", 14,"KIBUKU TOWN COUNCIL"
"KIBULI", 6,"MAKINDYE DIVISION"
"KIBURARA", 10,"HAKIBALE"
"KIBUTAMO", 8,"LWANKONI"
"KIBUUBA", 10,"KASULE"
"KIBUUKA", 25,"LWAMAGGWA"
"KIBUUKU FARM WARD", 33,"KIBUUKU TOWN COUNCIL"
"KIBUUKU WARD", 32,"KIBUUKU TOWN COUNCIL"
"KIBUYE", 23,"BALAWOLI"
"KIBUYE I", 4,"MAKINDYE DIVISION"
"KIBUYE II", 5,"MAKINDYE DIVISION"
"KIBUZIGYE", 23,"BUBARE"
"KIBWA", 31,"KARANGURA"
"KIBWONA WARD", 18,"KARUJUBU DIVISION"
"KICHINJANJI WARD", 6,"NORTHERN"
"KICHWABUGINGO", 4,"KIRYANDONGO"
"KICHWAMBA", 10,"KICHWAMBA"
"KICUCURA", 12,"KIRYANGA"
"KICUMBI", 4,"KAMUGANGUZI"
"KICUNDA", 8,"KYEBANDO"
"KICUUCU", 11,"KISOMORO"
"KICUZI", 11,"KICUZI"
"KICUZI WARD", 32,"NSIIKA TOWN COUNCIL"
"KICWAMBA", 32,"RUHINDA"
"KICWAMBA WARD", 15,"MPARO DIVISION"
"KIDAAGO_NABITENDE", 8,"NAMBALE"
"KIDE WARD", 64,"BUKEDEA TOWN COUNCIL"
"KIDEGA", 66,"SIMU"
"KIDEPO", 84,"KARENGA(NAPORE)"
"KIDERA", 9,"RUBONGI"
"KIDETOK", 11,"PINGIRE"
"KIDIKI", 21,"NAMWENDWA"
"KIDILANI", 14,"CHEGERE"
"KIDOKO", 7,"MOLO"
"KIDOKOLO", 20,"MIJWALA"
"KIDOMA", 13,"KIZIRANFUMBI"
"KIDONGO", 10,"BUTOLOOGO"
"KIDONGOLE", 16,"KIDONGOLE"
"KIDUNDUMA", 38,"NKOMA"
"KIDUUMA WARD", 2,"BUSIISI DIVISION"
"KIDUUMI", 43,"WATTUBA"
"KIDUUZI", 20,"SSEKANYONYI"
"KIFAMBA", 17,"KIFAMBA"
"KIFAMPA", 5,"KABULASOKE"
"KIFUYO", 11,"BUYINJA"
"KIGAAGA", 12,"MWIZI"
"KIGAAGA WARD", 4,"SOUTHERN DIVISION"
"KIGALAMA", 4,"KIGANDA"
"KIGAMBO", 4,"HAPUUYO"
"KIGANDA WARD", 39,"LAKE KABATORO TOWN COUNCIL"
"KIGANDALO", 8,"KIGANDALO"
"KIGANDO", 19,"KIGANDO"
"KIGANDO (MASODDE)", 21,"MULAGI"
"KIGANGAZZI", 3,"BIGASA"
"KIGANJA", 16,"KIGOROBYA"
"KIGARA", 9,"KAMWEZI"
"KIGARAGARA", 2,"KASHUMBA"
"KIGARALE", 19,"KIGARAALE"
"KIGARAMA", 11,"KIGARAMA"
"KIGARAMA WARD", 22,"IBANDA TOWN COUNCIL"
"KIGASA", 10,"KYAMULIBWA"
"KIGATA", 15,"KYANAMIRA"
"KIGAYAZA", 3,"KANGULUMIRA"
"KIGEGE", 17,"NAKASEKE"
"KIGEJJO", 51,"KALONGO"
"KIGENDA", 5,"KAWOLO"
"KIGENYA", 19,"KASAALI"
"KIGEYE", 8,"MALONGO"
"KIGEZI", 55,"ZEU"
"KIGINGI", 30,"NKONDO"
"KIGOGOLA", 4,"KASAWO"
"KIGOMA", 14,"NYABUBARE"
"KIGOMA WARD", 23,"NTWETWE TOWN COUNCIL"
"KIGOMBE", 14,"LUWERO"
"KIGONGI WARD", 3,"KABALE CENTRAL"
"KIGORANI", 25,"KAKABARA"
"KIGORO I", 31,"RUKOKI"
"KIGOTO", 5,"KICHECHE"
"KIGOYA", 5,"BULIISA"
"KIGOYERA", 21,"KYARUSOZI"
"KIGUDDE", 37,"KITUMBI"
"KIGULAMO", 19,"MAKUUTU"
"KIGULU", 18,"KIGANDALO"
"KIGULYA", 33,"BUNYAFWA"
"KIGULYA WARD", 3,"KIGULYA DIVISION"
"KIGUMA", 3,"BUKUUKU"
"KIGUMBA", 1,"KIGUMBA"
"KIGUNDA", 8,"KISOJO"
"KIGUNGA", 16,"RUKIRI"
"KIGUNGU", 1,"DIVISION B"
"KIGUNGUMIKA WARD", 24,"BUKOMANSIMBI TOWN COUNCIL"
"KIGUULYA", 4,"MIIRYA"
"KIGWERA", 3,"KIGWERA"
"KIGWERI", 24,"NAKITOMA"
"KIGYENDWA", 15,"NYAMUYANJA"
"KIHAGUZI", 17,"PAKANYI"
"KIHAMBA", 13,"KYEGEGWA"
"KIHANDA", 12,"KIRIMA"
"KIHANGA", 14,"RUKONI EAST"
"KIHANI", 2,"KIKYENKYE"
"KIHARA WARD", 4,"NYAMWAMBA DIVISION"
"KIHAYURA", 8,"KAGADI"
"KIHEMBE", 16,"KANYANTOROGO"
"KIHIIHI", 14,"NYAKITUNDA"
"KIHIIHI TOWN WARD", 15,"KIHIIHI TOWN COUNCIL"
"KIHOKO", 31,"IHANDIRO"
"KIHOMBOZA WARD", 4,"BUJUMBURA DIVISION"
"KIHONDO", 18,"KICWAMBA"
"KIHUKYA WARD", 10,"BUSIISI DIVISION"
"KIHUMURO", 3,"BWANSWA"
"KIHUNDA", 2,"KAGANGO"
"KIHUNGU", 9,"KYARUMBA"
"KIHUNO", 38,"LWASSO"
"KIHURA", 21,"MABAALE"
"KIHURUMBA", 4,"BWANSWA"
"KIHUUBA WARD", 5,"KARUJUBU DIVISION"
"KIHUURA", 9,"KIHUURA"
"KIHYO", 7,"KITSWAMBA"
"KIIGE", 5,"BALAWOLI"
"KIIGIRO", 12,"KEBISONI"
"KIIGYA", 2,"KIGUMBA"
"KIJAAGI", 1,"BUTOLOOGO"
"KIJAGUZO", 5,"KAKABARA"
"KIJANJU", 7,"SOUTHERN DIVISION"
"KIJEJJA", 34,"NABIGASA"
"KIJJOJOLO", 24,"BAGEZZA"
"KIJJUNA", 4,"KITUMBI"
"KIJONGO", 17,"KIGOROBYA"
"KIJONGOBYA", 17,"RUYONZA"
"KIJONJO", 7,"KASASA"
"KIJOOHA", 6,"BUREMBA"
"KIJUBWE", 4,"KAYONZA"
"KIJUGUTA", 5,"KABALE NORTHERN"
"KIJUMA", 11,"RWEMIKOMA"
"KIJUMBA", 32,"KIYUNI"
"KIJUNJUBWA", 6,"KIMENGO"
"KIJURA WARD", 11,"KIJURA TOWN COUNCIL"
"KIJWEKA", 30,"KIHUURA"
"KIKAADA", 12,"KASAMBYA"
"KIKAGATE TOWN BOARD", 29,"KIKAGATE"
"KIKAJJO", 4,"NSANGI(MUKONO)"
"KIKANDWA", 13,"KALWANA"
"KIKARARA", 15,"BWAMBARA"
"KIKAWULA WARD", 9,"LUGAZI TOWN COUNCIL"
"KIKAYA", 7,"KAWEMPE DIVISION"
"KIKENENE", 7,"KISEKKA"
"KIKEREGE", 2,"BUHANIKA"
"KIKO", 27,"RUTEETE"
"KIKOBA", 17,"ENDINZI"
"KIKOBERO", 65,"BUKIISE"
"KIKODA", 10,"KISOJO"
"KIKOIRO", 37,"LWAMPANGA"
"KIKOKO", 15,"KYAMBOGO/BUSUKUMA"
"KIKOKWA", 3,"BIRERE"
"KIKOLO", 66,"BUTANDIGA"
"KIKOMA", 27,"KATIKAMU"
"KIKONDA", 52,"KIRYANGA"
"KIKONDO", 10,"KIRINGENTE"
"KIKONGI", 16,"BWAMBARA"
"KIKONI", 3,"NTUNGAMO"
"KIKONI WARD", 7,"CENTRAL DIVISION"
"KIKOOBA", 4,"BUKOMERO"
"KIKOOGE", 46,"RWABYATA"
"KIKOORA", 30,"KAKINDO"
"KIKUBAMPANGA WARD", 32,"KAKIRI TOWN COUNCIL"
"KIKUBE", 15,"LUWERO"
"KIKUKUMBI WARD", 17,"KALUNGU TOWN COUNCIL"
"KIKUMBO", 25,"KIRUGU"
"KIKUMIRO", 31,"KIGARAALE"
"KIKUNGWE", 9,"KALISIZO"
"KIKUNYU", 14,"IGOMBE"
"KIKUUTA", 25,"KALANGAALO"
"KIKUYU", 67,"SIMU"
"KIKWANANA WARD", 10,"NYANGAHYA DIVISION"
"KIKWANYA", 4,"KANGULUMIRA"
"KIKWAYA", 9,"KAKINDO"
"KIKWAYI", 13,"NGOGWE"
"KIKYO", 7,"NGAMBA"
"KIKYUSA", 33,"SEMUTO"
"KILAK CORNER", 16,"PADER"
"KILAYI", 16,"BUBYANGU"
"KILOKOLA", 12,"KALAMBA"
"KILULU", 67,"BUKIISE"
"KIMAANYA", 3,"KIMAANYA/KYABAKUZA"
"KIMAKA", 3,"KIMAKA /MPUMUDDE"
"KIMALULI", 14,"BUSUKUYA"
"KIMANYA", 9,"NAZIGO"
"KIMAWA", 66,"KAWOWO"
"KIMBUGU", 21,"KABWOYA"
"KIMENGO", 7,"KIMENGO"
"KIMERA", 14,"SSI"
"KIMIRU", 15,"OLUFE"
"KIMUKUNDA", 8,"KASASA"
"KIMULI", 15,"KAGAMBA (BUYAMBA)"
"KIMURI", 28,"BITOOMA"
"KIMWANYI (SEGUKU)", 3,"MAKINDYE"
"KIMWANYI WARD", 2,"KIRA TOWN COUNCIL"
"KINABA", 21,"RUTENGA"
"KINAMBOGO WARD", 10,"BUYENDE TOWN COUNCIL"
"KINGABA", 11,"MIDIA"
"KINGANDA", 104,"LUSHA"
"KINIOGO WARD", 24,"KATUNA TOWN COUNCIL"
"KINOGERO", 11,"KATOOKE"
"KINOGOZI", 5,"BUHIMBA"
"KINONI", 5,"KIGANDA"
"KINONI TRADING CENTRE", 12,"KISEKKA"
"KINU", 28,"NAMWENDWA"
"KINUNDA", 35,"NARWEYO"
"KINYAMASEKE", 20,"MUNKUNYU"
"KINYAMASEKE T.C", 21,"MUNKUNYU"
"KINYANKENDE", 29,"NTOTORO"
"KINYANTALE", 48,"NYABUHARWA"
"KINYANTE", 42,"BUSARU"
"KINYARA", 4,"BUDONGO"
"KINYARWANDA", 53,"RUTEETE"
"KINYASANO WARD", 5,"WESTERN DIVISION"
"KINYOFU", 94,"MASIRA"
"KINYOGOGA", 46,"KINYOGOGA"
"KINYWAMAZZI", 1,"LWEBITAKULI"
"KIOGA (MAYENGO)", 9,"KIGANDALO"
"KIPANGOR", 21,"MOLO"
"KIRA WARD", 4,"KIRA TOWN COUNCIL"
"KIRABA", 22,"UKUSIJONI"
"KIRABA WARD", 41,"KAGADI TOWN COUNCIL"
"KIRABAHO", 33,"KYABARUNGIRA"
"KIRAGGA", 12,"LWABENGE"
"KIRAGURA", 26,"KITOBA"
"KIRALI", 68,"BUHUGU"
"KIRAMA", 19,"KIGWERA"
"KIRAMIRA", 5,"NYAKISHANA"
"KIRANGA", 41,"EWANGA"
"KIRANGIRA", 37,"KAGAMBA (BUYAMBA)"
"KIRANZI", 22,"MABAALE"
"KIRARO", 22,"MUGUSU"
"KIRASA", 10,"GALIRAYA"
"KIREKA", 18,"NAKALOKE"
"KIREKA WARD", 5,"KIRA TOWN COUNCIL"
"KIREKU", 22,"KIKYUSA"
"KIREMA", 34,"SEMUTO"
"KIREMBA", 26,"RUYONZA"
"KIREMBE", 25,"KATENGA"
"KIREMBE WARD", 3,"CENTRAL DIVISION"
"KIREMBEKO WARD", 22,"BUKOMANSIMBI TOWN COUNCIL"
"KIREMEZI", 27,"BUHEESI"
"KIRERA", 17,"KASHENSHERO"
"KIREREMA", 5,"BULANGE"
"KIRETEI", 66,"CHEPKWASTA"
"KIREWA", 1,"KIREWA"
"KIRIBANGA", 24,"BWAMIRAMIRA"
"KIRIGIME", 10,"KABALE SOUTHERN"
"KIRIISA", 18,"NARWEYO"
"KIRIKA", 10,"KIRIKA"
"KIRIKI", 66,"GREEK RIVER"
"KIRIMYA", 13,"KABONERA"
"KIRINDA", 39,"WAKYATO"
"KIRINDI", 35,"BUSARU"
"KIRING", 67,"KAPSINDA"
"KIRINGA", 3,"KAMBUGA"
"KIRINGENTE", 12,"KIRINGENTE"
"KIRINGO", 15,"NGOGWE"
"KIRINYA WARD", 3,"KIRA TOWN COUNCIL"
"KIRIRI", 32,"MPENJA"
"KIROBA", 4,"BUKANGA"
"KIROLERO", 25,"KASAMBYA"
"KIROMBE", 8,"LAYIBI"
